X_i,X_j,LLM
ms. mattingly stepped,ms. mattingly stepped into the classroom to begin her lecture.,Phi-3-Mini-4K
but victoria ignored,but victoria ignored the advice given by the doctor.,Phi-3-Mini-4K
"after several minutes , she whispered","after several minutes , she whispered to him that she needed a break.",Phi-3-Mini-4K
"i guarantee that they will last forever , `` victoria said","i guarantee that they will last forever , `` victoria said for as long as you take care of them properly.",Phi-3-Mini-4K
both of them turned,both of them turned off the lights before leaving the room.,Phi-3-Mini-4K
when both children nodded,when both children nodded in agreement.,Phi-3-Mini-4K
neither child agreed,neither child agreed employees to undergo mandatory training.,Phi-3-Mini-4K
instead of waiting,"instead of waiting for the bus, he opted to walk home.",Phi-3-Mini-4K
as soon as the discussion was,"as soon as the discussion was over, he asked for a break.",Phi-3-Mini-4K
"turning , she was","turning , she was couldn't help but notice the new coffee shop.",Phi-3-Mini-4K
the child asked,the child asked if he could have a cookie for dessert.,Phi-3-Mini-4K
if dharr or ms. mattingly had,if dharr or ms. mattingly had given them detailed information on the recent changes.,Phi-3-Mini-4K
but if bajan had,"but if bajan had that it was my birthday, he would have given me a gift.",Phi-3-Mini-4K
"eventually , they fell","eventually , they fell eventually, they fell asleep.",Phi-3-Mini-4K
some instinct had,some instinct had awakened in me a need for a clean and fresh bathroom.,Phi-3-Mini-4K
"now , seeing","now , seeing I've learned to appreciate the value of a good night's sleep.",Phi-3-Mini-4K
the children were,the children were playing in the backyard.,Phi-3-Mini-4K
the summons came,the summons came immediately after I finished my work.,Phi-3-Mini-4K
the odd thing was,the odd thing was the dog barking at the moon.,Phi-3-Mini-4K
this immediacy was,this immediacy was necessary for the success of the project.,Phi-3-Mini-4K
the office was,"the office was a mess, so he cleaned up the entire space.",Phi-3-Mini-4K
his desk was,his desk was scheduled for 3 PM sharp.,Phi-3-Mini-4K
each time she  would started,"each time she would started each time she would start, her phone would ring.",Phi-3-Mini-4K
"but deep down , she had","but deep down , she had always wanted to join the dance class.",Phi-3-Mini-4K
this formal man standing,this formal man standing in the corner quietly observing the party.,Phi-3-Mini-4K
his eyebrows came,his eyebrows came down in front of his eyes.,Phi-3-Mini-4K
her eyes whipped,"her eyes whipped back and forth, unable to focus on the words on the page.",Phi-3-Mini-4K
their brains do,their brains do process information.,Phi-3-Mini-4K
rote memorization is,rote memorization is ineffective for long-term retention.,Phi-3-Mini-4K
just your beauty alone is,just your beauty alone is not enough to convince me to buy the product.,Phi-3-Mini-4K
her mouth dropped,her mouth dropped in when he announced the promotion.,Phi-3-Mini-4K
his finger smoothed,his finger smoothed the fabric of the curtain.,Phi-3-Mini-4K
the jealousy tearing,the jealousy tearing apart the fabric of their friendship.,Phi-3-Mini-4K
her feelings were,her feelings were mixed up with those of her friend.,Phi-3-Mini-4K
the children go,the children go to the park every Sunday.,Phi-3-Mini-4K
"after all , i do","after all , i do after all, I can't live without my morning coffee.",Phi-3-Mini-4K
"in the past , he had","in the past , he had taken a break from his studies.",Phi-3-Mini-4K
the next thirty six hours were,the next thirty six hours were filled with intense training sessions for the upcoming marathon.,Phi-3-Mini-4K
his eyes flared,his eyes flared with anger as he read the unfair accusation.,Phi-3-Mini-4K
some of the older ladies were,some of the older ladies were gathering in the living room.,Phi-3-Mini-4K
"at the end of the night , victoria started","at the end of the night , victoria started to writing her novel.",Phi-3-Mini-4K
once the last guest had,"once the last guest had left, they started cleaning the house.",Phi-3-Mini-4K
"at her door , he turned","at her door , he turned to see her standing there with a bouquet of flowers.",Phi-3-Mini-4K
she  would ignored,she would ignored her friend's advice.,Phi-3-Mini-4K
the chemistry was,the chemistry was the chemistry between us was unmistakable.,Phi-3-Mini-4K
but if she did,"but if she did complete her workout, she would need to hydrate properly.",Phi-3-Mini-4K
"either way , she was","either way , she was going to leave the house by 9 pm.",Phi-3-Mini-4K
"the servant , named","the servant , named the servant, named John, brought fresh linens to the master's quarters.",Phi-3-Mini-4K
"one way or another , he would have","one way or another , he would have succeeded in fixing the problem.",Phi-3-Mini-4K
"and back then , he was","and back then , he was more active in sports and enjoyed hiking.",Phi-3-Mini-4K
to what do,to what do I need to know the completion of the given sentence.,Phi-3-Mini-4K
the action only served,the action only served to increase his own power.,Phi-3-Mini-4K
he  would allowed,he would allowed get a day off to visit his grandparents.,Phi-3-Mini-4K
he just looked,he just looked at the clock and realized it was time for lunch.,Phi-3-Mini-4K
the jacket was,"the jacket was extremely heavy, so he opted for a lighter option.",Phi-3-Mini-4K
but how did,but how did he manage to finish it on time?,Phi-3-Mini-4K
but although she was,"but although she was exhausted from the marathon, he couldn't resist taking a selfie.",Phi-3-Mini-4K
he  would listened,he would listened to the advice given by his doctor.,Phi-3-Mini-4K
a delicious feeling swelled,"a delicious feeling swelled within me as I bit into the warm, gooey brownie.",Phi-3-Mini-4K
"and true to his word , the evening was","and true to his word , the evening was spent at the park, just as he had promised.",Phi-3-Mini-4K
jeffrey and alfred,jeffrey and alfred completed their project on time.,Phi-3-Mini-4K
and if dharr treated,"and if dharr treated me like that, I would probably never forgive him.",Phi-3-Mini-4K
"chapter 9 the next night , three startled","chapter 9 the next night , three startled ...birds flew out of the open window.",Phi-3-Mini-4K
"and now , even after all these years and all the frank , open talk from others , she still was","and now , even after all these years and all the frank , open talk from others , she still was reluctant to apologize.",Phi-3-Mini-4K
he never looked,he never looked at the sky.,Phi-3-Mini-4K
victoria almost yelled,victoria almost yelled at her brother for making such a mess.,Phi-3-Mini-4K
it only made,it only made more confusion in the conversation.,Phi-3-Mini-4K
"without a word , he pulled","without a word , he pulled his hand away.",Phi-3-Mini-4K
but her hand stopped,but her hand stopped accidentally knocking over the vase.,Phi-3-Mini-4K
but his eyes were,but his eyes were filled with tears.,Phi-3-Mini-4K
"with those words , her hand moved","with those words , her hand moved towards the light switch.",Phi-3-Mini-4K
only to have,only to have his trip to the beach all week.,Phi-3-Mini-4K
"with her hands in one of his , he flicked","with her hands in one of his , he flicked his fingers off.",Phi-3-Mini-4K
his indrawn breath showed,his indrawn breath showed his exhaustion after the long hike.,Phi-3-Mini-4K
one hand moved,one hand moved in the other as if they were dancing.,Phi-3-Mini-4K
his finger slipped,"his finger slipped on the table, breaking the vase.",Phi-3-Mini-4K
"this time , he  would take","this time , he would take this time, he would take the train instead of driving.",Phi-3-Mini-4K
"and just like the last time , her orgasm was","and just like the last time , her orgasm was as intense and satisfying as ever.",Phi-3-Mini-4K
and when her eyes opened,and when her eyes opened she noticed the sunlight streaming through the window.,Phi-3-Mini-4K
her legs moved,her legs moved as if she were running.,Phi-3-Mini-4K
but the evidence was,but the evidence was insufficient to support the claim.,Phi-3-Mini-4K
just as it had,just as it had finished its first cycle of water.,Phi-3-Mini-4K
"a moment later , the whirlwind started","a moment later , the whirlwind started blowing papers off the desk.",Phi-3-Mini-4K
"victoria slept , unable to do","victoria slept , unable to do anything about her new house.",Phi-3-Mini-4K
"after five years , he had","after five years , he had after five years, he had finally saved enough to buy his first house.",Phi-3-Mini-4K
then the memories of the night before came,"then the memories of the night before came flooding back, making her feel nostalgic.",Phi-3-Mini-4K
why in the world would he leave,why in the world would he leave his phone on silent mode during the meeting.,Phi-3-Mini-4K
even the case was,"even the case was quite simple, just a matter of filling the car with gasoline.",Phi-3-Mini-4K
the tears formed,the tears formed in her eyes.,Phi-3-Mini-4K
payment for services rendered,payment for services rendered was made through a bank transfer.,Phi-3-Mini-4K
last night had,last night had a great time at the concert.,Phi-3-Mini-4K
"of all the arrogant , offensive evil things he could have","of all the arrogant , offensive evil things he could have have said, it was his disrespectful laughter.",Phi-3-Mini-4K
at least the last time he  would touched,at least the last time he would touched the coffee pot.,Phi-3-Mini-4K
"five years ago , he  would said","five years ago , he would said ""that life was too short to waste on regrets."".",Phi-3-Mini-4K
she  would just fallen,she would just fallen on the floor.,Phi-3-Mini-4K
what would happen,what would happen if you dropped a pencil from the top of the Eiffel Tower.,Phi-3-Mini-4K
that realization was,that realization was that he had misunderstood the situation all along.,Phi-3-Mini-4K
"and this time , it was","and this time , it was a completely different experience.",Phi-3-Mini-4K
"but this time , she did","but this time , she did not take a shower.",Phi-3-Mini-4K
her tennis shoes were,her tennis shoes were getting worn out.,Phi-3-Mini-4K
the man simply stared,"the man simply stared at the painting for several minutes, unable to find any faults.",Phi-3-Mini-4K
and then they  will get,and then they will get pick up the kids from school.,Phi-3-Mini-4K
so why do,so why do I feel so overwhelmed with work?,Phi-3-Mini-4K
something about the way she was,something about the way she was speaking made him uncomfortable.,Phi-3-Mini-4K
so she walked,so she walked toward the bathroom and turned on the faucet.,Phi-3-Mini-4K
if they shipped,"if they shipped the package by next week, we could start using it right away.",Phi-3-Mini-4K
"thinking of arina and bajan , she hurried","thinking of arina and bajan , she hurried to the kitchen to make their favorite dish.",Phi-3-Mini-4K
